order_id,order_date,customer_id,customer_state,product_category,price,quantity,payment_type,order_status,freight_value,total_value
581,2023-01-25,1946,PE,Beleza,1443.48,3,Cartão de Crédito,Entregue,85.43,4415.870000000001
582,2023-02-22,1607,CE,Eletrônicos,683.93,4,Pix,Entregue,81.45,2817.1699999999996
583,2023-05-31,1616,BA,Casa,748.9,1,Cartão de Crédito,Entregue,56.67,805.5699999999999
584,2023-05-24,1419,BA,Moda,546.93,3,Cartão de Crédito,Em trânsito,56.75,1697.54
585,2023-02-26,1249,SP,Casa,1367.04,1,Boleto,Em trânsito,25.49,1392.53
586,2023-02-08,1116,RS,Casa,866.36,2,Cartão de Crédito,Entregue,66.46,1799.18
587,2023-04-19,1865,RJ,Esporte,1150.4,3,Cartão de Crédito,Entregue,74.59,3525.7900000000004
588,2023-06-30,1511,RJ,Eletrônicos,1223.36,2,Pix,Entregue,62.41,2509.1299999999997
589,2023-02-11,1739,RJ,Casa,532.52,2,Cartão de Crédito,Cancelado,45.83,1110.87
590,2023-07-05,1577,RS,Beleza,667.53,2,Boleto,Entregue,89.38,1424.44
591,2023-08-11,1334,SP,Beleza,1277.25,2,Pix,Entregue,18.21,2572.71
592,2023-05-02,1417,RS,Esporte,563.99,2,Boleto,Entregue,110.59,1238.57
593,2023-05-13,1931,RJ,Eletrônicos,1197.08,3,Boleto,Entregue,12.27,3603.5099999999998
594,2023-06-12,1773,PR,Eletrônicos,1413.26,1,Boleto,Em trânsito,115.86,1529.12
595,2023-08-03,1294,MG,Beleza,946.12,3,Boleto,Entregue,60.86,2899.2200000000003
596,2023-08-09,1937,PE,Moda,1120.19,3,Pix,Entregue,55.39,3415.96
597,2023-08-23,1754,RS,Esporte,1213.49,3,Cartão de Crédito,Entregue,38.21,3678.6800000000003
598,2023-11-27,1370,SP,Esporte,1272.21,4,Boleto,Entregue,11.11,5099.95
599,2023-05-26,1185,SP,Beleza,610.73,4,Pix,Entregue,40.23,2483.15
600,2023-08-27,1245,MG,Beleza,105.36,3,Boleto,Entregue,22.03,338.11
601,2023-03-17,1636,CE,Moda,620.76,1,Cartão de Crédito,Entregue,82.58,703.34
602,2023-01-09,1267,BA,Moda,1020.42,3,Pix,Entregue,45.1,3106.3599999999997
603,2023-03-15,1642,RJ,Eletrônicos,692.02,2,Pix,Entregue,94.39,1478.43
604,2023-09-10,1236,CE,Esporte,1130.98,4,Cartão de Crédito,Entregue,32.76,4556.68
605,2023-08-18,1529,RJ,Esporte,554.76,4,Pix,Cancelado,109.03,2328.07
606,2023-01-07,1551,MG,Beleza,963.07,3,Cartão de Crédito,Entregue,67.53,2956.7400000000002
607,2023-06-23,1020,RJ,Eletrônicos,304.04,3,Pix,Entregue,22.6,934.7200000000001
608,2023-05-21,1910,MG,Esporte,1131.57,1,Pix,Entregue,54.09,1185.6599999999999
609,2023-06-17,1736,SC,Eletrônicos,832.17,1,Cartão de Crédito,Entregue,32.74,864.91
610,2023-06-19,1866,CE,Eletrônicos,329.97,2,Cartão de Crédito,Entregue,31.97,691.9100000000001
611,2023-10-10,1793,CE,Beleza,459.11,3,Pix,Em trânsito,65.7,1443.03
612,2023-05-02,1519,BA,Eletrônicos,1130.45,3,Pix,Entregue,83.91,3475.26
613,2023-07-13,1099,MG,Moda,739.42,3,Cartão de Crédito,Entregue,110.28,2328.54
614,2023-01-05,1751,RS,Moda,347.57,4,Cartão de Crédito,Cancelado,65.24,1455.52
615,2023-01-29,1477,SC,Casa,1451.89,2,Pix,Entregue,116.24,3020.02
616,2023-06-14,1598,PR,Beleza,1081.23,1,Pix,Em trânsito,113.58,1194.81
617,2023-12-05,1297,RJ,Casa,1436.99,4,Pix,Entregue,105.16,5853.12
618,2023-05-16,1939,SC,Moda,657.84,4,Cartão de Crédito,Cancelado,65.0,2696.36
619,2023-12-31,1525,MG,Casa,728.4,4,Pix,Cancelado,25.5,2939.1
620,2023-11-17,1333,PE,Beleza,1349.99,4,Boleto,Em trânsito,33.97,5433.93
621,2023-12-08,1001,RJ,Beleza,801.82,2,Cartão de Crédito,Em trânsito,81.24,1684.88
622,2023-05-25,1374,SP,Eletrônicos,1069.7,3,Pix,Cancelado,56.39,3265.4900000000002
623,2023-11-23,1292,CE,Esporte,400.69,1,Cartão de Crédito,Entregue,26.15,426.84
624,2023-08-05,1836,MG,Eletrônicos,686.69,1,Boleto,Entregue,62.69,749.3800000000001
625,2023-10-28,1933,SP,Beleza,211.47,4,Cartão de Crédito,Entregue,11.92,857.8
626,2023-05-12,1552,BA,Moda,332.79,4,Pix,Entregue,90.73,1421.89
627,2023-10-19,1317,PR,Moda,31.39,2,Boleto,Em trânsito,18.09,80.87
628,2023-03-11,1501,PR,Eletrônicos,87.72,4,Boleto,Entregue,79.2,430.08
629,2023-09-09,1827,SP,Beleza,1466.61,1,Pix,Em trânsito,97.23,1563.84
630,2023-10-02,1380,CE,Moda,386.26,1,Pix,Cancelado,24.59,410.84999999999997
631,2023-12-30,1622,BA,Beleza,1005.07,3,Pix,Entregue,67.05,3082.26
632,2023-07-01,1013,PE,Moda,1263.48,3,Cartão de Crédito,Entregue,95.7,3886.14
633,2023-06-16,1503,CE,Beleza,839.47,1,Cartão de Crédito,Entregue,38.67,878.14
634,2023-04-01,1230,SC,Casa,255.12,1,Cartão de Crédito,Entregue,27.92,283.04
635,2023-07-21,1984,PR,Beleza,1100.33,2,Pix,Entregue,47.05,2247.71
636,2023-12-12,1083,SC,Beleza,912.37,2,Pix,Em trânsito,71.02,1895.76
637,2023-01-19,1129,RJ,Eletrônicos,1104.94,1,Cartão de Crédito,Cancelado,73.28,1178.22
638,2023-02-08,1742,RS,Casa,1161.53,4,Boleto,Entregue,24.4,4670.5199999999995
639,2023-05-06,1837,MG,Esporte,1463.85,3,Cartão de Crédito,Entregue,60.33,4451.879999999999
640,2023-06-22,1144,BA,Eletrônicos,873.14,1,Boleto,Entregue,39.51,912.65
641,2023-05-21,1890,CE,Esporte,532.21,4,Pix,Entregue,102.62,2231.46
642,2023-08-30,1856,PR,Moda,983.24,1,Pix,Entregue,44.49,1027.73
643,2023-08-08,1027,SC,Esporte,130.61,3,Cartão de Crédito,Entregue,102.26,494.09000000000003
644,2023-05-06,1065,RJ,Beleza,1349.17,3,Cartão de Crédito,Entregue,57.14,4104.650000000001
645,2023-02-27,1162,MG,Esporte,205.49,2,Pix,Entregue,89.92,500.90000000000003
646,2023-05-28,1228,MG,Eletrônicos,511.93,2,Cartão de Crédito,Em trânsito,66.11,1089.97
647,2023-11-13,1260,CE,Eletrônicos,1229.15,2,Pix,Entregue,78.42,2536.7200000000003
648,2023-12-27,1448,BA,Esporte,908.05,2,Pix,Entregue,53.49,1869.59
649,2023-01-01,1423,PE,Eletrônicos,608.64,3,Boleto,Entregue,94.5,1920.42
650,2023-12-14,1459,CE,Eletrônicos,725.95,4,Cartão de Crédito,Entregue,56.77,2960.57
651,2023-07-09,1951,SC,Esporte,1286.18,4,Pix,Entregue,60.32,5205.04
652,2023-07-10,1675,RS,Casa,529.81,4,Cartão de Crédito,Entregue,66.94,2186.18
653,2023-11-08,1300,SP,Casa,1308.39,1,Boleto,Entregue,101.5,1409.89
654,2023-04-27,1918,PE,Moda,159.56,2,Boleto,Entregue,82.53,401.65
655,2023-05-14,1302,BA,Eletrônicos,1171.89,2,Cartão de Crédito,Entregue,48.41,2392.19
656,2023-02-27,1286,RJ,Esporte,1275.9,3,Cartão de Crédito,Entregue,83.74,3911.44
657,2023-02-13,1394,PE,Eletrônicos,297.27,3,Pix,Entregue,80.67,972.4799999999999
658,2023-06-22,1009,PR,Beleza,662.61,1,Boleto,Entregue,112.41,775.02
659,2023-06-09,1706,BA,Eletrônicos,273.28,1,Boleto,Cancelado,102.56,375.84
660,2023-06-22,1629,RS,Eletrônicos,1068.71,4,Boleto,Cancelado,81.22,4356.06
661,2023-11-13,1269,PR,Casa,816.96,3,Cartão de Crédito,Entregue,47.57,2498.4500000000003
662,2023-10-30,1591,PE,Esporte,963.93,2,Pix,Entregue,95.75,2023.61
663,2023-05-29,1969,SP,Eletrônicos,318.84,4,Cartão de Crédito,Entregue,73.27,1348.6299999999999
664,2023-03-21,1604,SP,Casa,341.27,2,Cartão de Crédito,Em trânsito,118.38,800.92
665,2023-08-01,1777,RS,Moda,91.0,4,Cartão de Crédito,Entregue,37.23,401.23
666,2023-07-22,1843,MG,Casa,503.44,2,Pix,Entregue,18.76,1025.64
667,2023-09-09,1861,RJ,Casa,852.82,1,Cartão de Crédito,Entregue,17.69,870.5100000000001
668,2023-08-17,1360,MG,Casa,1291.16,4,Boleto,Entregue,80.4,5245.04
669,2023-06-13,1256,SP,Eletrônicos,1010.38,2,Boleto,Entregue,113.32,2134.08
670,2023-08-15,1132,SP,Eletrônicos,670.03,2,Boleto,Entregue,10.21,1350.27
671,2023-05-27,1275,SC,Moda,1431.09,3,Pix,Entregue,89.83,4383.099999999999
672,2023-01-20,1775,PR,Beleza,1087.29,4,Cartão de Crédito,Em trânsito,82.28,4431.44
673,2023-02-16,1682,PE,Beleza,1397.34,2,Pix,Entregue,90.55,2885.23
674,2023-08-21,1971,RJ,Beleza,805.55,3,Cartão de Crédito,Entregue,49.09,2465.74
675,2023-11-01,1512,RS,Moda,410.59,2,Boleto,Entregue,100.25,921.43
676,2023-01-14,1312,PE,Beleza,107.66,4,Cartão de Crédito,Entregue,14.92,445.56
677,2023-05-23,1575,SC,Beleza,1097.34,1,Cartão de Crédito,Entregue,93.1,1190.4399999999998
678,2023-01-01,1885,SP,Casa,208.32,4,Cartão de Crédito,Cancelado,39.38,872.66
679,2023-02-23,1979,RS,Eletrônicos,475.08,4,Pix,Entregue,62.45,1962.77
680,2023-09-16,1283,SP,Eletrônicos,812.73,2,Cartão de Crédito,Cancelado,100.49,1725.95
681,2023-05-24,1120,RJ,Casa,859.69,2,Cartão de Crédito,Entregue,39.85,1759.23
682,2023-01-12,1106,PR,Casa,912.86,4,Cartão de Crédito,Entregue,30.37,3681.81
683,2023-11-26,1932,PE,Casa,274.4,3,Pix,Cancelado,84.94,908.1399999999999
684,2023-08-12,1686,PE,Eletrônicos,588.21,3,Pix,Entregue,68.67,1833.3000000000002
685,2023-09-29,1996,MG,Beleza,937.28,3,Pix,Entregue,66.58,2878.42
686,2023-12-24,1203,RS,Casa,1455.63,2,Cartão de Crédito,Entregue,38.24,2949.5
687,2023-06-05,1164,SC,Moda,1099.62,2,Boleto,Entregue,13.84,2213.08
688,2023-01-08,1304,MG,Casa,1386.23,4,Boleto,Entregue,55.13,5600.05
689,2023-05-02,1496,RJ,Esporte,1150.45,1,Boleto,Entregue,21.72,1172.17
690,2023-12-14,1631,SC,Casa,899.82,2,Cartão de Crédito,Entregue,109.66,1909.3000000000002
691,2023-06-13,1555,PR,Eletrônicos,312.27,4,Boleto,Entregue,14.54,1263.62
692,2023-03-31,1823,PR,Casa,1010.03,4,Boleto,Entregue,57.48,4097.599999999999
693,2023-05-16,1155,PR,Esporte,946.37,1,Boleto,Cancelado,15.75,962.12
694,2023-07-05,1366,PR,Moda,915.63,3,Cartão de Crédito,Cancelado,20.51,2767.4
695,2023-11-12,1718,MG,Beleza,749.99,4,Boleto,Entregue,82.48,3082.44
696,2023-06-27,1901,BA,Casa,807.13,4,Boleto,Em trânsito,81.18,3309.7
697,2023-01-28,1619,SC,Esporte,521.63,4,Cartão de Crédito,Entregue,13.64,2100.16
698,2023-08-08,1250,RS,Esporte,793.39,3,Pix,Cancelado,10.12,2390.29
699,2023-12-23,1956,RJ,Moda,320.41,3,Boleto,Entregue,18.67,979.9
700,2023-02-10,1915,CE,Eletrônicos,1213.61,1,Pix,Entregue,93.93,1307.54
701,2023-08-16,1881,SP,Casa,303.09,2,Boleto,Cancelado,74.3,680.4799999999999
702,2023-07-11,1333,RS,Esporte,154.9,3,Cartão de Crédito,Entregue,14.19,478.89000000000004
703,2023-05-25,1641,SP,Moda,671.28,2,Pix,Entregue,63.69,1406.25
704,2023-07-20,1968,SC,Beleza,997.71,2,Pix,Cancelado,88.32,2083.7400000000002
705,2023-07-31,1510,RS,Esporte,673.44,3,Pix,Cancelado,105.58,2125.9
706,2023-08-08,1292,PR,Moda,436.83,4,Pix,Em trânsito,112.74,1860.06
707,2023-08-28,1019,PR,Eletrônicos,850.51,1,Boleto,Entregue,46.02,896.53
708,2023-02-15,1281,CE,Eletrônicos,540.09,2,Boleto,Entregue,24.94,1105.1200000000001
709,2023-02-04,1796,SP,Esporte,1401.32,4,Pix,Entregue,36.06,5641.34
710,2023-09-10,1000,RJ,Esporte,1386.29,3,Boleto,Entregue,95.38,4254.25
711,2023-03-23,1118,SC,Casa,768.49,2,Pix,Entregue,116.86,1653.84
712,2023-09-13,1034,PR,Moda,511.99,2,Pix,Entregue,61.3,1085.28
713,2023-07-16,1197,BA,Esporte,1113.58,2,Cartão de Crédito,Entregue,43.59,2270.75
714,2023-10-30,1484,MG,Casa,83.97,4,Pix,Entregue,57.21,393.09
715,2023-01-10,1756,MG,Casa,727.91,4,Boleto,Cancelado,43.53,2955.17
716,2023-11-08,1058,RJ,Esporte,524.4,4,Pix,Em trânsito,38.21,2135.81
717,2023-10-13,1836,MG,Eletrônicos,1383.19,2,Cartão de Crédito,Cancelado,75.31,2841.69
718,2023-08-30,1160,SP,Moda,47.64,2,Boleto,Cancelado,11.73,107.01
719,2023-09-08,1690,PR,Moda,842.64,1,Cartão de Crédito,Entregue,38.55,881.1899999999999
720,2023-12-31,1205,PR,Eletrônicos,1118.78,1,Cartão de Crédito,Em trânsito,82.75,1201.53
721,2023-01-05,1011,BA,Esporte,742.98,4,Pix,Entregue,13.53,2985.4500000000003
722,2023-04-29,1489,RS,Moda,155.54,4,Cartão de Crédito,Cancelado,19.15,641.31
723,2023-10-16,1275,MG,Esporte,1459.52,3,Cartão de Crédito,Em trânsito,42.27,4420.83
724,2023-03-06,1692,SP,Esporte,791.48,4,Boleto,Em trânsito,106.56,3272.48
725,2023-05-26,1241,PE,Casa,932.85,1,Cartão de Crédito,Entregue,94.14,1026.99
726,2023-08-12,1215,MG,Eletrônicos,377.82,1,Pix,Entregue,12.44,390.26
727,2023-08-27,1250,RJ,Esporte,740.74,1,Pix,Entregue,65.19,805.9300000000001
728,2023-06-26,1810,RS,Beleza,660.85,2,Pix,Entregue,40.22,1361.92
729,2023-09-24,1125,MG,Eletrônicos,140.1,2,Cartão de Crédito,Entregue,81.35,361.54999999999995
730,2023-12-07,1993,SP,Moda,186.06,4,Boleto,Entregue,89.37,833.61
731,2023-10-09,1216,MG,Casa,1261.08,3,Pix,Entregue,104.91,3888.1499999999996
732,2023-03-04,1305,RJ,Moda,382.54,3,Cartão de Crédito,Entregue,62.3,1209.92
733,2023-08-05,1796,PE,Moda,316.59,3,Pix,Entregue,119.39,1069.16
734,2023-12-08,1184,SC,Eletrônicos,772.22,2,Pix,Entregue,117.8,1662.24
735,2023-11-11,1038,CE,Moda,1160.06,1,Boleto,Entregue,107.04,1267.1
736,2023-10-10,1222,PE,Esporte,121.06,1,Pix,Entregue,73.24,194.3
737,2023-06-26,1183,MG,Moda,877.91,2,Boleto,Entregue,53.78,1809.6
738,2023-04-08,1494,PR,Casa,205.24,3,Cartão de Crédito,Em trânsito,50.08,665.8000000000001
739,2023-04-15,1426,BA,Casa,83.6,3,Pix,Entregue,11.33,262.13
740,2023-04-09,1177,PR,Beleza,107.53,4,Cartão de Crédito,Entregue,37.41,467.53
741,2023-11-07,1918,PE,Casa,1256.22,4,Cartão de Crédito,Entregue,89.07,5113.95
742,2023-01-06,1427,PR,Moda,203.42,3,Cartão de Crédito,Entregue,76.4,686.66
743,2023-07-16,1293,SP,Casa,96.37,2,Pix,Entregue,110.81,303.55
744,2023-12-17,1851,PR,Eletrônicos,673.71,3,Boleto,Entregue,15.5,2036.63
745,2023-05-13,1150,RS,Casa,1270.67,4,Pix,Entregue,27.08,5109.76
746,2023-12-24,1383,SC,Esporte,415.74,3,Cartão de Crédito,Entregue,96.82,1344.04
747,2023-09-16,1637,MG,Eletrônicos,649.92,2,Boleto,Entregue,49.44,1349.28
748,2023-01-23,1812,PR,Beleza,88.69,1,Cartão de Crédito,Entregue,23.02,111.71
749,2023-02-22,1307,RJ,Esporte,690.15,2,Boleto,Entregue,119.61,1499.9099999999999
750,2023-06-14,1335,SC,Moda,879.09,2,Pix,Entregue,96.6,1854.78
751,2023-07-21,1945,SC,Moda,869.23,4,Boleto,Entregue,54.96,3531.88
752,2023-03-24,1745,PR,Moda,518.67,2,Pix,Entregue,100.57,1137.9099999999999
753,2023-05-25,1891,SC,Esporte,493.83,2,Cartão de Crédito,Entregue,84.87,1072.53
754,2023-03-26,1374,BA,Esporte,186.74,4,Boleto,Cancelado,96.9,843.86
755,2023-03-19,1007,PR,Esporte,569.19,4,Cartão de Crédito,Entregue,99.67,2376.4300000000003
756,2023-01-01,1340,SP,Eletrônicos,176.26,1,Boleto,Entregue,19.32,195.57999999999998
757,2023-02-20,1128,PE,Eletrônicos,1156.9,3,Pix,Cancelado,78.53,3549.2300000000005
758,2023-06-22,1775,RS,Moda,1450.42,2,Boleto,Entregue,10.75,2911.59
759,2023-07-24,1668,CE,Casa,1456.01,4,Boleto,Entregue,14.78,5838.82
760,2023-09-17,1351,SC,Moda,1301.65,1,Pix,Em trânsito,109.44,1411.0900000000001
761,2023-10-15,1357,SP,Beleza,913.16,3,Pix,Cancelado,68.03,2807.51
762,2023-02-03,1516,MG,Eletrônicos,1060.27,4,Pix,Entregue,90.95,4332.03
763,2023-12-14,1494,MG,Esporte,449.25,3,Boleto,Cancelado,102.24,1449.99
764,2023-04-05,1085,RS,Eletrônicos,957.23,3,Cartão de Crédito,Cancelado,114.45,2986.14
765,2023-03-13,1174,SC,Esporte,699.8,2,Boleto,Entregue,105.63,1505.23
766,2023-02-08,1801,BA,Beleza,738.57,2,Boleto,Cancelado,63.16,1540.3000000000002
767,2023-06-03,1192,RS,Beleza,1143.93,4,Cartão de Crédito,Entregue,46.96,4622.68
768,2023-09-07,1310,SC,Eletrônicos,444.42,3,Pix,Entregue,26.99,1360.25
769,2023-06-11,1118,SP,Esporte,497.52,4,Boleto,Em trânsito,54.04,2044.12
770,2023-04-28,1217,PE,Beleza,1389.22,4,Cartão de Crédito,Cancelado,50.31,5607.1900000000005
771,2023-09-16,1426,BA,Moda,112.65,3,Pix,Entregue,71.55,409.50000000000006
772,2023-11-02,1969,CE,Moda,743.88,4,Pix,Entregue,83.21,3058.73
773,2023-09-25,1413,MG,Esporte,1371.82,3,Boleto,Entregue,117.62,4233.08
774,2023-02-23,1113,RJ,Eletrônicos,927.23,3,Pix,Entregue,90.12,2871.81
775,2023-08-24,1977,SP,Beleza,833.22,3,Pix,Entregue,80.81,2580.47
776,2023-08-10,1144,MG,Eletrônicos,397.12,3,Cartão de Crédito,Em trânsito,46.86,1238.22
777,2023-09-08,1537,PR,Moda,534.61,1,Cartão de Crédito,Cancelado,13.8,548.41
778,2023-11-09,1647,RJ,Beleza,1282.51,3,Pix,Entregue,41.69,3889.22
779,2023-04-22,1302,MG,Eletrônicos,852.05,2,Cartão de Crédito,Entregue,94.53,1798.6299999999999
780,2023-09-12,1743,RS,Casa,786.67,2,Pix,Entregue,32.58,1605.9199999999998
781,2023-10-30,1880,BA,Esporte,176.38,2,Boleto,Entregue,88.34,441.1
782,2023-07-26,1587,MG,Esporte,53.56,3,Cartão de Crédito,Entregue,73.78,234.46
783,2023-08-17,1986,CE,Casa,1446.62,2,Pix,Entregue,28.9,2922.14
784,2023-12-07,1839,PE,Moda,584.17,1,Pix,Entregue,38.78,622.9499999999999
785,2023-03-07,1344,RS,Beleza,916.72,4,Cartão de Crédito,Entregue,64.59,3731.4700000000003
786,2023-03-16,1813,SP,Esporte,147.18,3,Cartão de Crédito,Entregue,56.02,497.56
787,2023-04-13,1963,SP,Casa,1034.18,2,Boleto,Entregue,95.64,2164.0
788,2023-07-11,1800,SP,Casa,1400.87,1,Pix,Entregue,90.78,1491.6499999999999
789,2023-09-09,1000,SP,Moda,876.23,4,Boleto,Entregue,73.2,3578.12
790,2023-08-14,1146,PE,Moda,215.39,1,Boleto,Entregue,100.45,315.84
791,2023-10-21,1286,MG,Eletrônicos,885.13,2,Boleto,Entregue,71.89,1842.15
792,2023-11-02,1975,SC,Esporte,1156.53,1,Cartão de Crédito,Entregue,116.08,1272.61
793,2023-04-08,1653,MG,Eletrônicos,627.43,4,Boleto,Cancelado,33.89,2543.6099999999997
794,2023-12-04,1052,PR,Casa,1323.36,2,Cartão de Crédito,Entregue,88.55,2735.27
795,2023-10-13,1303,BA,Beleza,983.56,4,Cartão de Crédito,Entregue,50.69,3984.93
796,2023-12-01,1068,RJ,Beleza,1351.9,1,Boleto,Entregue,40.69,1392.5900000000001
797,2023-12-13,1360,SC,Moda,946.55,3,Boleto,Entregue,29.84,2869.49
798,2023-11-04,1601,SC,Beleza,222.99,3,Pix,Entregue,70.78,739.75
799,2023-09-06,1957,MG,Beleza,485.25,3,Boleto,Em trânsito,33.7,1489.45
800,2023-06-15,1219,SC,Beleza,326.64,3,Pix,Cancelado,32.04,1011.9599999999999
801,2023-12-01,1961,PR,Casa,1365.97,4,Boleto,Em trânsito,118.96,5582.84
802,2023-01-30,1703,RJ,Beleza,1147.79,3,Boleto,Entregue,98.19,3541.56
803,2023-09-04,1965,CE,Beleza,1024.31,4,Boleto,Entregue,92.31,4189.55
804,2023-04-16,1574,PE,Beleza,472.42,2,Boleto,Entregue,97.35,1042.19
805,2023-02-20,1584,MG,Eletrônicos,300.55,3,Pix,Entregue,116.58,1018.2300000000001
806,2023-03-22,1160,PE,Casa,1141.98,4,Pix,Entregue,73.06,4640.9800000000005
807,2023-05-13,1680,CE,Moda,727.01,3,Boleto,Entregue,34.23,2215.2599999999998
808,2023-10-12,1088,MG,Eletrônicos,361.91,3,Boleto,Cancelado,104.84,1190.57
809,2023-05-18,1687,MG,Esporte,936.43,3,Pix,Entregue,91.7,2900.99
810,2023-07-03,1780,RJ,Casa,89.29,4,Cartão de Crédito,Entregue,55.57,412.73
811,2023-11-26,1584,PE,Casa,509.47,1,Cartão de Crédito,Cancelado,62.09,571.5600000000001
812,2023-09-30,1756,SP,Esporte,718.78,3,Cartão de Crédito,Cancelado,55.24,2211.58
813,2023-12-06,1588,PE,Esporte,247.5,3,Pix,Entregue,112.29,854.79
814,2023-03-10,1158,BA,Esporte,1477.44,2,Pix,Cancelado,47.79,3002.67
815,2023-02-03,1488,BA,Moda,337.37,1,Cartão de Crédito,Cancelado,115.98,453.35
816,2023-09-19,1970,MG,Beleza,221.62,4,Cartão de Crédito,Entregue,110.13,996.61
817,2023-02-22,1323,SP,Casa,329.2,2,Boleto,Entregue,79.36,737.76
818,2023-07-24,1609,RS,Beleza,1160.52,3,Pix,Entregue,73.78,3555.34
819,2023-05-06,1380,CE,Beleza,655.49,2,Pix,Entregue,50.71,1361.69
820,2023-08-23,1101,PR,Esporte,861.16,2,Cartão de Crédito,Entregue,12.02,1734.34
821,2023-02-12,1493,SP,Moda,60.88,3,Cartão de Crédito,Em trânsito,24.04,206.68
822,2023-08-28,1643,PR,Eletrônicos,80.61,1,Pix,Cancelado,92.97,173.57999999999998
823,2023-04-21,1613,PE,Moda,685.36,1,Boleto,Cancelado,61.87,747.23
824,2023-09-06,1018,PE,Beleza,1230.48,2,Cartão de Crédito,Em trânsito,26.48,2487.44
825,2023-05-31,1453,PR,Moda,1331.3,3,Pix,Cancelado,39.04,4032.9399999999996
826,2023-07-02,1481,CE,Esporte,157.46,4,Pix,Entregue,114.26,744.1
827,2023-12-02,1593,SP,Eletrônicos,821.39,2,Boleto,Entregue,50.38,1693.16
828,2023-04-05,1396,RS,Esporte,1372.45,4,Boleto,Entregue,109.85,5599.650000000001
829,2023-01-08,1278,MG,Eletrônicos,600.32,2,Cartão de Crédito,Entregue,43.51,1244.15
830,2023-12-26,1850,RJ,Beleza,1249.46,2,Cartão de Crédito,Entregue,69.75,2568.67
831,2023-07-03,1364,PE,Eletrônicos,226.53,3,Cartão de Crédito,Entregue,12.25,691.84
832,2023-10-08,1330,BA,Eletrônicos,1405.03,3,Pix,Em trânsito,67.41,4282.5
833,2023-07-14,1640,CE,Eletrônicos,1134.59,4,Cartão de Crédito,Entregue,80.06,4618.42
834,2023-12-18,1343,RJ,Moda,1413.76,4,Pix,Cancelado,35.77,5690.81
835,2023-07-14,1821,RS,Moda,1024.63,1,Cartão de Crédito,Entregue,73.68,1098.3100000000002
836,2023-06-04,1454,SC,Beleza,564.2,3,Boleto,Entregue,81.19,1773.7900000000002
837,2023-04-03,1600,MG,Eletrônicos,1409.13,2,Boleto,Entregue,85.56,2903.82
838,2023-06-09,1724,PE,Casa,435.08,2,Pix,Cancelado,95.4,965.56
839,2023-03-02,1654,MG,Beleza,518.29,1,Boleto,Entregue,44.25,562.54
840,2023-05-02,1064,RJ,Eletrônicos,1060.19,3,Pix,Entregue,72.46,3253.03
841,2023-02-20,1075,MG,Eletrônicos,1155.01,2,Pix,Entregue,117.97,2427.99
842,2023-10-04,1710,SC,Moda,1396.22,1,Boleto,Entregue,108.8,1505.02
843,2023-01-05,1142,RJ,Beleza,331.06,1,Pix,Entregue,114.79,445.85
844,2023-04-02,1916,PE,Eletrônicos,1203.06,2,Boleto,Entregue,52.48,2458.6
845,2023-06-19,1914,SP,Eletrônicos,1115.66,2,Cartão de Crédito,Entregue,96.56,2327.88
846,2023-11-13,1827,BA,Beleza,123.78,4,Cartão de Crédito,Entregue,78.19,573.31
847,2023-01-22,1604,RJ,Casa,599.22,3,Boleto,Entregue,19.1,1816.76
848,2023-11-22,1472,SC,Beleza,445.67,4,Boleto,Entregue,100.64,1883.3200000000002
849,2023-01-01,1416,RJ,Beleza,477.6,1,Boleto,Entregue,84.48,562.08
850,2023-05-13,1304,RJ,Casa,1474.93,2,Boleto,Entregue,31.88,2981.7400000000002
851,2023-08-21,1735,PE,Beleza,974.88,4,Cartão de Crédito,Entregue,18.77,3918.29
852,2023-01-12,1496,RJ,Eletrônicos,1084.98,1,Pix,Entregue,102.07,1187.05
853,2023-12-12,1290,BA,Beleza,1465.63,3,Pix,Entregue,18.68,4415.570000000001
854,2023-02-15,1939,MG,Casa,584.49,2,Cartão de Crédito,Entregue,20.05,1189.03
855,2023-02-03,1101,PE,Esporte,1208.71,4,Pix,Entregue,57.01,4891.85
856,2023-03-19,1985,BA,Beleza,668.76,3,Cartão de Crédito,Em trânsito,24.83,2031.11
857,2023-08-06,1266,PE,Moda,1308.21,4,Pix,Entregue,110.5,5343.34
858,2023-10-28,1866,BA,Eletrônicos,295.57,1,Boleto,Entregue,61.73,357.3
859,2023-03-14,1967,SC,Eletrônicos,1423.1,3,Boleto,Entregue,72.61,4341.909999999999
860,2023-10-09,1621,BA,Moda,351.59,4,Boleto,Cancelado,112.09,1518.4499999999998
861,2023-09-06,1973,PR,Moda,509.54,3,Cartão de Crédito,Entregue,68.33,1596.95
862,2023-02-16,1841,BA,Beleza,1141.6,1,Cartão de Crédito,Entregue,48.9,1190.5
863,2023-05-01,1961,SP,Moda,608.82,3,Pix,Em trânsito,97.69,1924.15
864,2023-08-02,1941,SP,Esporte,924.07,4,Pix,Em trânsito,58.71,3754.9900000000002
865,2023-08-27,1776,CE,Casa,683.52,1,Pix,Entregue,45.03,728.55
866,2023-02-25,1002,PR,Moda,1121.28,2,Cartão de Crédito,Entregue,89.56,2332.12
867,2023-12-16,1084,PR,Moda,365.65,4,Pix,Cancelado,98.18,1560.78
868,2023-04-17,1793,MG,Esporte,115.93,4,Boleto,Entregue,97.09,560.8100000000001
869,2023-11-15,1327,PR,Eletrônicos,470.9,1,Pix,Entregue,117.54,588.4399999999999
